positivity,text
1,food and feed prices are inherently more variable than the prices of most other products because of weather factors and because their markets are less structured 
1,but many analysts add that bankers are also keeping spreads wide to compensate for serious lending mistakes in commercial real estate 
2,san francisco oct the chief executive of the nation largest bank said here today that this is the best economic tim for the banking industry to break with past practices and adopt floating prime rate that would move automatically with interest rates in the open market 
1,interest rates rose substantially last week but did nothing to quell tlip debate in the credit markets about where they are headed in the future 
0,in boley oklaleefac inc manufacturer of hardwood products closed its doors for the same reasons as the memphis company and in california number of companies ranging from dairy products concerns to travel services have folded 
1,in review of as whole today report said that unemployment stabilized in the year after rising all through but it did not decline the result was an average unemployment rate for the year of
0,it is true that there have been recent scattered price cuts in various items such as certain types of stainless steel building equipment plywood and cotton textile goods reductions in crude and heavy fuel oil have shown up in certain areas 
1,a commerce department report says that after growing at rate of percent in the first quarter the economy stumbled in the spring increasing at an annual rate of just percent 
1,allen sinai chief economist at shearson lehman american express said that month ago he was predicting percent inflation for next year but now he has lowered that figure to percent and he sees inflation remaining at that level permanently have to put quotes around the word permanently he said because the world can change every five or years 
2,the dow jones industrial average which was in the plus column throughout the session finished ahead points to advances on the new york stock exchange outnumbered declines by more than an to ratio 
0,but she said she and her husband kenneth have learned in years of investing to remain even keeled during market storms 
1,may to record annual rate of million units percent increase from april level the national association of realtors reported friday even with higher mortgage rates home sales are expected to set records for all of economists said 
0,senator taft then reported that the disagreement between senate and house conferees was not over the size of the proposed cuts but over the question of debt and tax reduction 
1,late in the session the treasury bellwether long bonds the percent issue maturing in february were being offered at down stunning this caused their yield to climb to percent from percent the day before and percent week ago 
2,challenging the stereotype of the poor as single mothers on welfare who soak up more and more tax dollars new study has found that only one in four poor households in new york city is headed by single parent and that spending on welfare in the city when adjusted for inflation has declined by percent since 
1,short term interest rates moved downward yesterday nudged lower by the federal reserve and long term rates rose as mammoth billion worth of fixed income notes and bonds was offered to investors
0,contrary to the prevailing consensus the growth record in this period of expansion is poor total real growth in the first three years after recessions in and averaged nearly percent but from total growth will barely reach percent expansions have been rewarded at the polls in years of high growth percent in percent in percent in no such good year has occurred this time 
1,washington march president reagan declared tonight that he would veto any tax increase that congress might pass and he warned lawmakers not to relax the statutory goals for reducing the federal deficit 
2,almost billion shares which represent percent of the existing float will be freed from ipo lockups in the next couple of months as of the middle of last month the aggregate market cap of the fourth quarter class of ipo was about percent above the initial offering prices
1,talk of recession in the united states has evaporated the economy has proven stronger that they thought when they were easing the prospects for slowing ahead are much diminished
0,dave glowacki senior trader in detroit with the nbd bank estimated volume at percent of normal 
1,holdings of treasury bills increased treasuiy certificates increased and the combined total of treasury notes and government bonds increased by 
1,the stock market after its recent show of strength dropped sharply yesterday as the dow jones industrial average tumbled points to close at 
1,the treasury refunding has been quite successful partly because of strong demand by foreign investors said theodore tung chief economist of the national city bank cleveland 
1,yet where washington sees itself as cautiously prodding along fairly good but still inadequate recovery inadequate to kick off capital spending or reduce joblessness fast enough wall street fears the fiscal hypodermic needle it fears worsening inflation and climbing interest ratesperceived as poison for the securities markets 
0,in the next year it is unlikely that residential investment will continue falling at the rate it fell in but it is likely that the other areas of construction will gradually come under pressure already on friday the labor department reported that employment in nonresidential construction had begun to decline 
1,the bulk of this decline occurred in the final minutes of trading to place the blue chip average at new closing low 
1,mr patman lambasted the reserve for its present monetary policy he could not resist attacking the reserve for spending money on entertaining foreign bankers he created other diversions by seeking information on the personal finances of federal reserve bank presidents and by demanding government audits of the reserve books 
1,stocks were mixed at the opening of the market when block of shares of radio keith orpheum changed hands at frac tionally lower price level 
2,in the the performance of the american stock market has been nothing short of amazing particularly in the last three years over that stretch investors in the standard poor stock index have seen their money more than double that had never happened before in so short period 
1,for the second consecutive year the pace of inflation in jl was slower in the new york metropolitan area than it was in the nation as whole percent here compared with percent nationally and this enhanced the competitiveness of the area economy the federal bureau of labor statistics reported yesterday 
0,money supply growth should continue slow and within few weeks we could see back within the fed growth targets said maury harris an economist at paine webber inc mr harris estimated that shortterm interest rates may not decline by more than quarter or half percent 
2,provision was attached to house passed bill and it was uncertain that the lower chamber in its rush toward the senate passed by voice vote bill preserving some tax advantages accorded to the railroad coal and real estate industries these and other tax law revisions were attached to routine house passed tariff bill 
1,the labor department basis but appeared to be im monthly report on employment plying that the november rate and unemployment made pub would have been lower than lie today showed that the ac the october rate without the
1,washington may employment scored another strong gain in april climbing to new high the government said today but the national unemployment rate remained unchanged at recession level of percent 
1,declines on the new york stock exchange topped advances by to big board turnover fell to
0,burns scholarly economist with good political sense will be taking the helm at the federal reserve board this year when the nation monetary policy including its technique of operation has come to fork in the road 
1,little wonder the stock market has been bounding up and down lately there are so many anomalies in the economic picture these days and so much uncertainty over what lies ahead for domestic business inflation government policies and taxation as well as over the whole international picture that no one seems to have much reliance on aiiy forecasts whatever they predict 
1,fishing and timber are not what they once were and the recession lias slowed the rush for second hollies so it seemed the fate of his small port was clear more niggle 
0,prices of treasury securities fell sharply yesterday as investors sold because of concern about the dollar and fear that the federal reserve height be forced to push up interest rates to support it 
0,the high reached in february was translated into dollars and cents that means it cost in february to buy typical assortment of goods and services that would have cost only in the years to 
0,analysts who studied the first price report published since election day said there was no immediate threat of revived inflation but they warned that the interests of president elect bill clinton and the new democratic congress in giving the economy lift with stimulus program could pose such risk the president elect economic team has signaled that any stimulus would be short term 
1,the high cost of borrowing continues to deter many companies particularly industrial enterprises from selling bonds at this time even though it costs percent or more to borrow in the commercial paper market and prime rate bank loan costs to percent many corporate treasurers prefer to borrow short term money and wait for long term interest rates to decline before selling bonds or debentures 
0,he is going home to ithaca beaten by inflation we tried hard he says but we had no consistency 
1,these centers the mayor indicated would be the heart of bold new effort to reach out into our neighborhoods to find the unemployed and the underemployed ment program involving door to door neighborhood search for the unemployed as well as vigorous factory by factory search to uncover job vacancies in industry 
0,treasury bond prices rose to their highest levels in more than two months and short term interest rates fell sharply yesterday after government reports showed inflation was no worse than expected and housing starts had weakened sharply 
1,he also chastised the businessmen for not expanding more substantially their plans to invest in new plant and equipment this year following the administration successful proposal to reinstate the percent investment tax credit 
1,they cannot raise rates because of thq stock market bubble and what going oil overseas and because politically it impos sible to raise rates given the very low inflation rate right now he said so the best course for them is to stand pat and see how the s and the global economies
0,washington by one momentous act president carter and the congress could eliminate unemployment in the united states and with little if any impact on inflation how by passage of job security act that would provide job at percent of the prevailing wage for anyone who could not find work 
1,they were ray of hope in the dark days following the oct collapse of the stock market signaling vote of confidence in the financial markets corporations big and small announced large buybacks of their shares telling investors that they stood ready to buy their companies stock even if no one else would 
1,whatever the figure for the national unemployment rate for june turns out to be it will be lower than the true rate julius shiskin commissioner of labor statistics said at news conference here yesterday mr shiskin who noted that the may unemployment rate was percent said the june distortion would reflect faulty seasonal adjustment we re locked into seasonal adjustment rate announced earlier this year he said the proportion of students entering the labor mar bet in june will not be proportionate with unemployment so the true rate is going to be higher 
1,unemployment higher but averaging less than percent for the year this could mean rate above percent by year end 
1,yesterday sharp losses ranged from to of point the federal reserve stepped in shortly before the close and bought coupon issues maturing from out to but prices improved only slightly after that 
2,as new figures come in such as yesterday updated trade data the commerce department revises its initial n estimate for each quarter the first revision of the percent estimate for the first quarter will be announced today 
2,price increases in march for food clothing housing medical care and many other items pushed the price index which is based on prices to that meant it cost last month to buy goods and services that cost decade ago 
1,the ill winds of the current stock market have one benefit prices for hotel rooms in new york are not rising at their previous mad pace although virtually no hotel room the city meets any reasonable definition of bargain cristyne lategano nicholas president of nyc company the city convention and visitors bureau said the average rate for hotel room in the city before taxes in january was rise of percent over january when it was the rate in january was meaning the rise that year was close to percent the slowing is national marc grossman senior vice president for corporate affairs at hilton said he expected room rates to rise or percent this year across the industry in contrast with last year to percent and mr grossman said that rise represents scaling back from the to percent that had been anticipated for this year 
0,because any positive economic news hurts the market in bonds and other fixed income securities the price of the treasury benchmark year bonds plunged almost point or for each of face value soon after trading began 
1,do these things the committee staff argued and there would be no necessity for an unemployment inflation tradeoff do these things and reduction in inflationary pressures is possible without increasing the army of the jobless 
1,in new york city new and used car dealers reported increases up to percent in telephone queries and showroom activity many enlarged their stocks to meet the expected demand 
2,rates on shorter maturity bills gained only slightly benefiting as investors moved away from the volatility of the long end to the relative safety of the short end 
1,unions also have pressed for protection against future erosion of real earnings like many businessmen labor leaders were not sure whether the upsurge of prices that began in early was passing indisposition or the beginning of prolonged ailment as it became apparent that the economy was in for an extended siege of inflation these expectations have been reflected in union demands at the bargaining table 
0,for nearly two years the republican economic rallying cry has been loud insistent and single minded the biggest problem ailing the american economy is the federal budget deficit and the season has way of rewriting political agendas and republicans have learned that what once seemed to play well in washington does not ring many bells elsewhere 
1,although the government employment report raised questions among some bond market participants about how they were calculated dealers said most thought it prudent to either cash in recent profits in treasury issues or to sell these securities short 
0,unemployment higher but averaging less than percent for the year this could mean rate above percent by year end 
0,the unexpected weakness in employment changed the terms of the debate over the health of the economy before the report was released most economists were predicting that the economy had added about jobs in august and that growth had slowed but continued 
1,rather than inspiring employees to find new solutions to company problems punitive grading systems insure that american workers will continue to be preoccupied with personal survival and spend most of their creative energies cultivating their bosses but no matter how skillful at b percent of the work force is set up to fail whether worker survives or is turned out most will vow never again to pour their hearts and souls into any kind of corporate endeavor wonder if the real motivation of b s management is to turn workers into scapegoats for the company well publicized downturn 
1,burns scholarly economist with good political sense will be taking the helm at the federal reserve board this year when the nation monetary policy including its technique of operation has come to fork in the road 
2,the transactions resulted in increase in system holdings of governments there were no new dealings in government securities other than bills 
1,investors are very nervous right now and rightly so said bill allyn head of listed trading at jeffries company we have been talking about valuations for months and now it is finally hitting home 
1,signs of lackluster economy and the hope of lower interest rates also spurred the stock market the dow jones industrial average jumped
1,the mayor is expected to announce that the city will finish the fiscal year with surplus of billion thanks in large part to surging wall street it will be the second year in row of good fortune for the city which was pummeled by the recession in the early the city ended its last fiscal year with billion more than it expected 
2,the standard poor stock index rose points or percent to the dow jones industrial average gained points or percent to the nasdaq composite index climbed points or percent to 
1,it is pleasant to enjoy the fruits of our financial prosperity he remarked but we would be economic idiots if we were not to look to the past and see what the destruction of so important segment of our economic life can have on the rest of the economy it is highly probable that any economic shock the home building industry suffers would be transmitted cumulatively to the rest of the economy early in december the federal housing administration allowed an increase of one half of percent to percent in the interest rate on mortgages that it insured however mortgages guaranteed by the veterans administration continue to carry percent interest and only congress can change that rate meanwhile conventional or private mortgages are being made at to percent in most parts of the country 
0,price advances on the new sfork stock exchange outnumbered declines by narrow margin at the close but some leading market indicators registered small losses 
1,there is mystique to home ownership in american culture but in the the mystique was bruised with inflation rampant homes suddenly became tangible that could be purchased essentially lor their investment value house buying was promoted as hedge against inflation and in many markets people bought for speculation above all 
0,a weak employment report further depressed stock prices in both the united states and europe yesterday as hopes faded for quick economic recovery 
0,analysts also point out pronounced division into haves and have nots in the third quarter the oil and gas companies benefited from higher prices despite slackening of demand and the military aerospace and electronic companies were aided by continued increases in the government defense budget 
1,after month of heavy treasury borrowing which helped increase interest rates for intermediate and long term maturities analysts expect the treasury to confine its financing to the bill market until late in march when two year and four year notes will be sold 
0,secretary of state george shultz said yesterday that an expansion of world trade particularly between industrialized and developing countries was crucial to global economic recovery for the rest of the 
0,bear in mind just how big the s economy is given sufficient demand for its output america would produce more than trillion worth of goods and services over the next two years but with both consumer spending and business investment plunging huge gap is opening up between what the american economy can produce and what it able to sell 
2,in financial markets stocks continued to rally with the dow jones industrial average up points and approaching the mark the bond market apparently focused on mr greenspan failure to offer timetable for taking action on inflation and prices edged higher the dollar eased on mr greenspan remarks 
1,assessing interest rate trends th week will be difficult because it is unlikely that any of the key imponderables overhanging the bond market will be jsettled most important is congressional action on taxes and no decisive action is likely 
2,rather than slowing the economy grew at torrid percent annual rate in the fourth quarter putting back on the agenda the possibility that inflation long dormant could reappear one faction within the federal reserve is also concerned about rapid growth in the money supply cause or signal of inflation 
0,on wall street analysts took some note of this development because many of them believe that inflation in the long run is perhaps the biggest bugaboo the stock and bond markets face 
1,target rate for overnight loans among banks at percent and the discount rate on loans from the fed system to banks at percent the decision to stand pat after reducing the federal funds rate by total of three quarters of percentage point in three autumn rate cuts had been widely anticipated and it provoked little reaction on wall street the dow jones industrial average rose points to bond prices and the dollar fell 
1,the first job of the federal reserve system is to preserve the banking system and as new administration takes over in washington applause is in order for alan greenspan and his colleagues 
0,the slow steady decline in bond yields over the last six months or so has pushed long term interest rates to within shouting distance of their lowest levels of the 
1,a drop in retail sales or merely modest increase during period of economic recovery usually helps the credit markets because it indicates that the recovery might be faltering which in turn would decrease some favorable things happened said alan lemer senior vice president of the bankers trust company but the market had problems 
0,in the dally how ol economic data that was the latest headline and it sent stock prices smartly higher for while second report new orders last month for computers machinery trucks planes and other durable goods was also positive but it failed to provide convincing evidence that companies were once again expanding without that turnaround in capital spending the consumer led recovery could lose steam 
1,after the meeting of the finance ministers of the united states britain france west germany italy and japan mr fourcade said that high interest rates were the subject of deep exchange of views but no decisions were taken to americans the argument that interest rates are now too high to be productive in the fight against inflation and are in stead threatening at these levels to topple the world into prolonged recession 
0,in this nervous atmosphere four investment banking syndicates yesterday prepared to bid this morning on million of debentures of the ohio bell telephone company one of the groups is headed by halsey stuart co inc one by morgan stanley co one by the first boston corporation white weld co and kidder peabody co inc jointly and one by salomon brothers hutzler blyth co inc lehman brothers and merrill lynch pierce fenner smith inc 
0,by john allan the government bond market registered yesterday its largest decline since the federal reserve raised the discount rate early in december 
2,indeed officials say the unemployment rate for black adults dropped faster in than it did for white adults and that black employment prospects appear better now than they were during the upswing of the late 
2,washington nov after four weeks of tortuous talks set off by the stock market plunge white house and congressional negotiators reached bipartisan agreement today on plan to reduce the projected federal deficit by billion this year 
1,the markpt might cause misallocation of capital because it made municipal bonds which carry low risk of default attractive to rich investors who could afford to be risk takers because the municipal bond market was excessively dependent upon commercial banks it was markedly sensitive to changes in credit policy 
2,the highest previous return on government agency offering was on federal intermediate credit bank sale early this month fanny may record had been 
1,it may have been symbolic but it was shocking lees booth senior vice president and economist for the national consumer finance association washington based trade group for finance companies said of the federal reserve initiative the program made lot of people rethink their credit practices 
0,citing united states census figures the researchers noted that nearly one third of the city children lived in poverty in while percent of the elderly were poor 
1,inflation aside key reason why stocks of companies with assets in the ground have been snapped up by money managers lately is the stronger pricing for their commodities these range from oil and paper to copper and chemicals 
0,though only minority so far the officials are warning that failure to bring the budget under control could lead to dangerous spiral of inflation worries about the possible long term effects of the deficit have galvanized political debate in recent days culminating in president obama decision to create bipartisan commission to tame the nation debt 
1,the government forecast disclosed today in president nixon budget message also assumes significant slowdown in the pace of inflation 
1,if workers ratify the deal later this month as expected they will also get heftier pension benefits and additional job security even as the company is allowed to continue downsizing through attrition according to local union officials under the current contract auto workers have earned between and year depending on the amount of overtime they work and the level of corporate profits 
1,some unemployed people do not tell their spouses that they are out of work because they are so embarrassed according to one unemployment office manager 
1,this created final hour volume of more than million shares and lifted transfers on the stock exchange to for the day the heaviest in two weeks this contrasted with monday turnover of shares 
1,wall street rallied yesterday after government report showing inflation softening at the wholesale level encouraged hopes among investors that the federal reserve might be able to avoid further interest rate increases 
1,washington nov underscoring that the economic recovery has slowed to near standstill labor department figures showed today that payroll jobs failed to rise in october and that the unemployment rate edged back up to its august level of percent 
1, investing in stocks is tough but bonds are tougher right now said lewis altfest financial adviser based in new york who oversees more than million how tough earlier this year william gross the warren buffett of bonds became so bearish that he pulled some of his personal money from the billion plmco total return bond fund that he runs he says he is now putting some of that money back in the fund because prices in the treasury market have become more reasonable 
0,the notes were sold at an average yield of percent the highest rate since the two year notes that were sold in october brought an average yield of percent in late trading on monday the notes were offered on when issued basis at price to yield percent 
1,the comments came as the investment company institute released figures showing that cash was flowing rapidly into stock funds as ended the flow of billion into equity funds in december was the largest for any month since august and raised the total for the year to billion compared with an outflow of billion in 
0,stocks plunged yesterday on report that showed that manufacturing remained quite weak fueling concerns about the already sluggish economic recovery 
2,the stock market erupted in display of pre holiday fireworks yesterday scoring its largest advance in month 
1,in testimony before the senate banking committee mr greenspan delivered an on the one hand on the other hand assessment of the economic outlook noting clear signs of slowing in recent months but warning that growth could rebound and that inflation by some measures appeared to be creeping up 
0,with almost every firm crying the blues the industry waited for merrill lynch pierce fenner smith inc the biggest and most powerful of them all to set the tone 
0,prices on the new york stock exchange opened lower and continued dropping until after the noon hour when bar gain hunting and short covering strengthened the list there was no economic news to account for the afternoon recovery 
1,prices of treasury securities fell yesterday following report that suggests the labor market is improving and provides more evidence that the federal reserve need not cut interest rates the previous week the decline was much stronger than the expected drop of to the four week average which is considered better gauge subject to less volatility fell to from revised 
2,price increases in march for food clothing housing medical care and many other items pushed the price index which is based on prices to that meant it cost last month to buy goods and services that cost decade ago 
0,for some it been an uncomfortably bumpy ride fully stocks in the p moved percent or more up or down on at least of the trading days this year through wednesday some swung that much on at least days and one did so on days that stock by stock volatility may help explain why investor sentiment readings are bearish and why money has been flowing out of many stock mutual funds 
2,the business world was subjected last week to series of shock waves that had their strongest reverberations in the faltering stock market 
2,interest rates fell slightly yesterday as modest demand by investors was supplemented by federal reserve purchases on behalf of its customers 
2,a dramatic wave of buying surged into the stock market yesterday and drove prices sharply higher in the heaviest trading in more than five months 
0,the background was decline in housing starts to an annual rate of in june down percent from year earlier and the lowest since even worse new building permits fell to seven year low foreshadowing further drop in starts 
1,tile january report on consumer prices in the united states released this week showed that the prices of apparel are now higher than they were two years ago that is something that has rarely happened since period of nearly decade in which clothing prices tended lower even as other things were rising 
1,many of the nation top orchestras have reduced staff positions and administrative salaries in the last year orchestras have downsized seasons canceled tours programmed smaller works and left jobs open 
1,a more typical forecast now puts both short term and long term rates higher at year end 
1,with economic policy particularly trying to stop inflation looming as the paramount domestic issue in the presidential campaign the council of economic advisers plays more central role in the government than it has in many years since the council has no statutory powers other than to advjse the president much depends on the personalities and abilities of its three members particularly the chairman who is first among eqtlals 
1,in tne tax exempt municipal markets however prices were under downward pressure as fears of tighter monetary policy combined with prospects of extremely heavy offerings of new issues in the coming month some analysts predicted that about billion in new municipal issues would be offered within the next days 
1,rarely has the global economy forced itself so vividly on the united states west germany and japan currently the engines propelling the world economic growth are trying to curb inflation but their chief tool higher long term interest rates is spilling over into the weak american economy and that could be hammer blow further slowing growth 
0, percent level of pay settlements negotiated last year that may sound surprising since government statistics show that the average wage earner has been losing the race with inflation in the last year what the worker could buy with his weekly take home pay after allowing for higher prices and taxes left him percent worse off than he had been at the start of there is no expectation in labor circles that inflation will climb at less than the percent clip of last year the much more prevalent view is thatconsumer prices will shoot up by percent or more this year why then is there still no audible clamor for return to ever larger pay increases 
0,never in the elephantine memories of wall street has the stock market shown wilder mixture of cross currents than it is showing today some market economists such as harry conner partner in paine webber jackson curtis believe that this mixture may turn out to be characteristic of the full employment policies embraced by the united states in the employment act of 
0,some philadelphia and pittsburgh bankers said they not only were losing deposits of individual savers but also the time deposits of foreign banks 
1,the great clothing price deflation brought on in part by china entry into the world economy may be over 
1,that right oklahoma state new study by pair of ivy league economists no less offers the first ranking of b programs that in the authors words does not use subjective responses from various constituent groups and while the very top of their list looks like the top of everyone else a half dozen relative unknowns end up in the top ahead of some brand name schools including yale the massachusetts institute of technology columbia carnegie mellon new york university and cornell 
2,in an attempt primarily to offset extremely inflationary and erratic spending policies of the government and large businesses monetary policy and conditions here varied drastically and expensively monetary policy has helped smooth the economy by partially offsetting or containing these pressures but at the expense of those sectors primarily affected by money and credit 
1,analysts said that the market in the last two weeks has been consolidating its sharp gains registered since the summer rally began in june since then the blue chip barometer has soared about points the upswing has been fueled mainly by heavy institutional buying 
1,last year the notional value of these swaps totaled almost trillion percent to percent of that reflected the banks true credit risk in these products 
0,mr greenspan also warned that the deficits could be driven sharply higher by costs connected to the aging of the baby boom generation particularly entitlement programs like social security and medicare while reiterating his support for president bush plan to offer private accounts as part of overhauling social security mr greenspan urged lawmakers to tackle the program problems now rather than later 
1,funds for the programs are provided to the council by the federal government under the federal job training partnership act mr martinelli said the program entering its third year had provided job training to city residents among whom at least percent found permanent unsubsidized jobs in the private sector 
0,this is the roughest market we ve ever had the head of one corporate bond underwriting syndicate said it brutal 
1,while growth has been spotty in manufacturing and other areas of private industry the bright spot has come with an increase in jobs in state and local government 
2,stocks rose yesterday as investors welcomed strong earnings from financial services companies upbeat economic data and some reassuring news from the federal reserve 
1,washington sept the administration cabinet level economic committee said today that inflation must be fought more vigorously 
1,in its report on industrial production today the reserve board said the decline amounted to about one percent and brought its index of industrial production down to percent of its base the september figure was little below even the figure for july 
1,although those stresses began to ease after the federal government moved to guarantee money market assets many investors remained fearful that another ill timed collapse could cause more serious run on the funds 
0,yet the old advice to begin saving early and regularly for retirement has more validity than ever that is because the more time your money has to work for you especially if it is invested in way that lets your interest income accumulate tax free the more you will have available at retirement 
0,what wrong with detroit partly the recession but only partly between them the domestic auto makers lost billion in the first quarter because of weak sales 
1,washington march reiterating his belief that the government consumer price index overstates inflation the chairman of the federal reserve called today for an independent commission to set new cost of living adjustments for income taxes and benefit programs like social security that are pegged to the index 
1,more than other writers on the same subject mr calleo stresses the link between deficits and continuing national decline he also notes that americans get fewer services from their government than foreigners do for the same money the problem therefore is not only how to cut federal spending but also how to increase its effectiveness 
0,washington jan new government report today showed surprisingly big decline in industrial output that analysts said eroded confidence in the widely held though far from unanimous view that the recession would be brief and mild 
1,fed would continue the accommodating policy of this year that will aim the money supply growth rates at the top of their ranges the policy will allow in the case of the closely watched money supply figure continued overtarget growth at times to avoid being too restrictive is currency in circulation and all check like deposits in banks and savings institutions 
1,they re probably going to stand pat agreed maureen allyn chief economist at scudder stevens clark pointing to criteria that alan greenspan the chairman of the federal reserve cited last month before congress inflation economic activity and signs of bottlenecks she said the fed could not credibly justify an increase in rates especially since it would mean policy reversal 
0,bank interest rates of to percent have hurt the industry there no question about it mr bergman said but we have no way of knowing how much of dampening effect it is having on sales no one is complaining loudly he added since last year sales are estimated at million to million 
0,washington dec ron nessen the white house press secretary said today that president ford was willing to negotiate broader public service employment program with congress but the president still insisted on trigger mechanism to start and stop the pto gram when the unemployment rate reached specific levels 
1,the high rates now available from banks particularly on what are called negotiable cer tificates of deposit are reported to be attracting large amounts iof money from savings and loans to hanks thus causing much of the mortgage moneyshortage 
0,washington nov to presidents the economy hardly ever looks good recession seems to be looming or if not inflation is threatening or the markets are down or productivity is lagging or something else is wrong that the voters might hold them responsible for by the middle of their term the economist herbert stein has observed presidents come face to face with the dreadful prospect that unless they change course they might enter their re election campaign with an economy in misery this is condition that frequently afflicts administrations in their second or third year and sets them to searching open mindedly or desperately for new solutions mr stein who headed richard nixon council of economic advisers wrote in his book presidential economics to abandon his stance against tax increases but if so it may have been passing impulse although the state of the economy nowadays appears more dismal with each new release of data there is no indication as mr bush winds up his second year in office that his administration has much in the way of new economic plans 
1,despite the fact that more stocks closed with gains than with losses the price average slipped point because of weakness in certain of the issues which make up the index business remained above the million share level with transfers on the stock exchange at shares against 
1,most securities analysts said that the way gillette decided to fend off the revlon group and its chairman ronald perelman could prove salutary to the company moreover given the sharp sell off yesterday they said that at current levels the stock was starting to look attractive 
2,yesterday market upswing was also encouraged by expectations for lower oil prices based on an assurance from king faisal of saudi arabia over the weekend that he would work for such reductions among the arab nations 
2,in the the performance of the american stock market has been nothing short of amazing particularly in the last three years over that stretch investors in the standard poor stock index have seen their money more than double that had never happened before in so short period 
1,they have started calling the indebted our customers they arc pushing consumer tips on the ideal way to respond when collector comes calling they note that debt collecting is an old american tradition abraham lincoln was debt collector some historians say they point out how in time of rising unemployment they are hiring 
1,the decline in interest rates of government securities of the last few days came to halt yesterday despite public indications by paul volcker chairman of the federal reserve board that there was deceleration in the growth of the money supply during march 
1,the dow jones industrial average soared to its highest level in five months climbing points to and wiping out thursday setback of points the dow which two months ago had been down percent for this year currently sports its best reading since close at last nov 
0,sales declined percent last month to an annual rate of units with the biggest slumps in the midwest and west the commerce department said 
2,in this optimistic atmosphere full of predictions of lower interest rales there were these major interest rate developments the department of housing and urban development announced the sale of million of tax exempt notes at an interest rate of percent down from percent month earlier and the lowest rate since april 
1,not only does the bond market tend to thrive on negative economic news because it reduces potential inflation and yields on competitive investments but investors and traders today also feared that the employment data would discourage the federal reserve from lowering interest rates further 
1,a large part of the trading interest was concentrated in low price issues particularly savings and loan stocks four such issues were among the most active stocks they included caufomia financial the busiest issue of the day and great western financial the second most active 
0,the yield curve inverted two months before the recession began in the fourth quarter of and in the fourth quarter of the yield curve inverted recovered and inverted again correctly predicting the double dip recessions of and which some economists see as one recession 
1,a close scrutiny of key economic factors shows that the economy remains at high level although there is no real surge the stock market last week began to separate the wheat from the chaff with hedge in the market against deflation of the dollar this belief persists despite unimpeachable reports from washington that no dollar devaluation is in the immediate or distant future 
1,the at sale was its first public offering of long term debt since it was handled by morgan stanley company which offered the percent debentures at at intends to use proceeds of the sale to redeem percent debentures due in which it issued in 
0,as the federal reserve board has acted to push up interest rates in recent weeks economists in both industry and government are beginning to warn that higher rates alone are not going to cure inflation 
1,point drop in the dow industrials prompted largely by news that the dollar had touched an eight year high against the yen 
0,washington july paul volcker the chairman of the federal reserve said today that the nation central bank would stick to its relatively tight monetary targets for this year despite the continuing slump of the economy and the strains on the nation financial markets 
