_unit_id,positivity,text
729488212,,"They said this legislation assumes that ‰ЫПbusiness executives have some special ability to keep prices down regardless of conditions of supply and demand, wages and raw materials costs and taxes.‰Ыќ These costs go up regardless of legislation if the ‰ЫПthird round‰Ыќ is carried to completion, they added."
729488213,4,"A leading purchasing agents‰ЫЄ spokesman, Geoi-ge Renard, executive secretary-treasurer of the National Association of Purchasing Agents, even before enactment of the anti-inflation measure said ‰ЫПthe idea of waiving the anti-trust conspiracy laws to permit Government representatives to discuss voluntary limitations on inventories or prices with business groups is low-grade political poppycock.‰Ыќ ‰ЫПWhat do you want to do that the law prevents you from doing?‰Ыќ he said, ""might well be asked before getting bogged down with another inflationary bureaucracy-building gimmick."""
729488214,,"Large-scale metal producers who have been engaging in voluntary allocation of scarce materials stressed the same point raised by Mr. Renard. They said, ‰ЫПwe are already being checked and rechecked on every move we make, and if we have to be checked again before we move, production output is more likely to lag than to increase.‰Ыќ"
729488215,2,"WINDOWROCK, Ariz., Dec. 11 ‰ЫУThe Navajos, the nation‰ЫЄs largest tribe, say that they are facing ‰ЫПdisaster‰Ыќ as a result of the recession and Federal budget cuts, which are causing widespread unemployment and social problems among Indians across the nation."
729488216,1,"‰Ыў‰Ыўfcvemmng we nave gatnea over me past 20 years in our fight against poverty and disease on the reservation is at risk,‰Ыќ said Peter MacDonald, chairman of the Navajo Tribal Council. ‰ЫПMore and more people are without jobs or coming onto welfare, and we do not have the funds or the ability to put them back to work or meet their needs.‰Ыќ"
729488217,,Mr. McDonald will lead a delegation of Navajos to Washington after Christmas to urge the Reagan Administration and Congress to restore money cut from programs that affect Indians.
729488218,3,"In the last year, the number of unemployed on the desolate, starkly beautiful Navajo reservation here has nearly doubled, to more than 70 percent. According to some estimates, unemployment rates among Indians are generally running close to 40 percent, up 10 percentage points from a year ago, against a national average in November of 8.4 percent. In addition, the incidence of alcoholism, child abuse and other social problems has risen sharply."
729488219,8,"The grim situation facing the Navajos reflects the broader economic-malaise afflicting the nearly 700,000 Indians who live on reservations that are supervised and supported to a large degree by the Federal Government and that lack any viable private economy. According to the 1980 census, there are 1.4 million Indians living in the United States."
729488220,6,"Robert Clarke, left, executive vice president, and Jack Frenaye, president, at Christmas Club office on Madison Avenue. More than 16 million people make deposits under plan."
729488221,5,"At a time of high interest rates and an inflationary pinch on pocketbooks, an ‰Ыў American phenomenon ‰ЫУ interest-free Christmas Clubs ‰ЫУcontinues to attract deposits with unabashed success."
729488222,8,"This month more than 16 million people across the country will line up in banks and savings institutions, coupon books in hand, to make the first few deposits in their 1970 Christmas Club accounts."
729488223,,"Late next fall, they will receive in the mail a check from their banks for the exact amount they deposited (except for a few banics that now give some interest on these accounts). Most will feel a sense of accomplishment and join the 1971 Christmas Club."
729488224,,such consumer advocates as State Attorney General Louis J. Lefkowitz that interest-free desposits do not make ‰ЫПfinancial sense.‰Ыќ
729488225,5,"WASHINGTON, July 27 ‰ЫУ A Treasury official said tonight that the Bush Administration would accept an agreement worked out among Republican and Democratic senators that would allow the Commodity Futures Trading Commission to retain most of its regulatory authority over stock index futures but would shift some power to both the Securities and Exchange Commission and the Federal Reserve."
729488226,5,"As members of the Senate rushed to complete the final wording of the compromise, however, and draft a proposed amendment that was to be part of the farm bill, time ran out and the compromise failed to be voted on. The farm bill was passed this afternoon."
729488227,,"Treasury officials and Congressional aides said, though, that the measure would now likely become an amendment to the bill that reauthorizes the commodity commission, the agency that regulates the futures industry. That legislation could be considered by the Senate before it takes a recess next month."
729488228,,Central to the compromise between members of the Senate Banking Committee and those on the Senate Agriculture Committee is an agreement to shift authority to set margins for stock index futures from the commodity commission to the Federal Reserve Board.
729488229,,"A Treasury official, acknowledging that the Treasury had said earlier in the year that it wanted to shift full regulatory authority over stock index futures from the commodity commi-sion to the S.E.C., the overseer of the nation‰ЫЄs securities markets, said that providing the Fed with margin-set-ting authority was the key to judicious regulation of both the stock market and the stock index futures market."
729488230,,"VALDEZ, Alaska, March 30 ‰ЫУ Chipping oil-stained ice from the bow of his boat, Russell Roetman seems the ultimate Alaskan jack-of-all-trades: he got rich in the oil boom, went broke in the energy recession, stayed alive as a fisherman and now is planning to ride the lastest growth business right out of Prince William Sound."
729488231,2,mess for Exxon. And then I‰ЫЄm going to leave Alaska for good and go someplace where there ain‰ЫЄt so much snow and the water‰ЫЄs cleaner.‰Ыќ
729488232,,"The 49th state, one-fifth the size of the Lower 48 but with fewer people than might stroll through Central Park on a Sunday afternoon, is full of such resiliency."
729488233,,"Until the Exxon Valdez scraped over a shallow reef last Friday, spilling nearly 11 million gallons of crude oil into Prince William Sound and threatening tourism and fishing, Alaska could accommo-"
729488234,,"People come here for the prodigious salmon runs, or softball games in the midnight sun, or to live in towns with no roads going in or out."
729488235,6,"New York‰ЫЄs major ethnic groupings ‰ЫУ blacks, whites and ‰РК Puerto Ricans‰ЫУare in striking unity in their feelings about such problems as the need to deal with crime, welfare and inflation, but they are seriously divided on issues often rooted in race."
729488236,,"The differences extend even to the assessment of the degree of polarization in the city, according to a survey commissioned by The New York Times. More than half the whites here feel polariza* tion in the city is worse now than in the past while a majority of blacks and Puerto Ricans feel racial division has remained the same or lessened."
729488237,,The question was: ‰ЫПDo you find that the city divides more or less along racial lines than in the past or don‰ЫЄt you think there‰ЫЄs been any change?‰Ыќ
729488238,,"Z)o you find that the more or less along rac inthe past, or don3 there's been any changi  In per cent  (Figuresare rounded)	city divides Ial lines than t you think  V///"
729488239,,"opinion firm, was designed to learn the attitudes and perceptions held by people about the city in which they live. The survey asked this and other questions of 1,341 New Yorkers who reproduced the city‰ЫЄs economic, ethnic and geographic groupings as determined by the 1970 census. The census found that 67 per cent of New Yorkers were white, 21 per cent were black and 10 per cent were Puerto Rican."
729488240,7,"WASHINGTON, Nov. 3 ‰ЫУ The Labor Department reported today that the economy created new jobs at a brisk pace in October, calming fears that it might have begun to skid toward recession. In addition, factory employment stabilized after plunging in September."
729488241,,"In all, 119.2 million Americans held civilian or military jobs, and 6.6 million were unemployed, for an unemployment rate of 5.2 percent. That was the same level as in June, July and September."
729488242,6,"While growth has been spotty in manufacturing and other areas of private industry, the bright spot has come with an increase in jobs in state and local government."
729488243,3,"The Commissioner of Labor Statistics, Dr. Janet L. Norwood, noted today that private job growth had averaged only 110,000 jobs monthly over the past four months, half the growth rate of the first half of 1989."
729488244,4,"In addition, some analysts predicted today that the figures for job growth in state and local government would probably be revised downward."
729488245,,TORONTO‰ЫУUntil now there have been many equilibrium theories of inflation. I am going to propose a disequilibrium theory based on the discontinuous nature of the electric information of today.
729488246,,"In the eighteenth century, Adam Smith got economics into orbit by linking the laws of the market to the automatism of the Newtonian universe. By this rhetorical device, the laws of economics were given a rigor and lucidity that they did not then or now possess. At least Adam Smith gave his theories some relevance to the then dominant science of astronomy. ."
729488247,,"Today, however, in the electric age when The Word Makes The Market, inflation theory still lumbers along on the wagon wheels of nineteenth-century rhetoric. The Marxists say inflation can be cured with . more production, while the Keynesians say it can be cured with more money applied at the right place and time. Whereas all current inflation theories tend toward Newtonian rationality and balance, there is a huge disequilibrium factor of irrationality that results from information movement in simultaneous and instantaneous patterns."
729488248,,"These patterns are sometimes mistaken for ‰ЫПtrends"" in media behavior. As Jean-Louis Servan-Schreiber wrote in his book, ‰ЫПThe Power to Inform‰Ыќ: ""One of the most easily confirmed consequences of media activity is the instability that can be created through the media‰ЫЄs ability to exacerbate certain trends. This happened during the world monetary crisis that took shape in the 1960's. As soon as dollars started to move en masse into Germany, the press described it as a flood. The movement did in fact take on vast proportions because even modest speculators wanted to benefit from the situation. The press in turn wrote in terms of a veritable panic. Then all holders of capital got the news and reacted accordingly, and the dam burst under a pressure that had been generated solely by the media. The same kind of psychic battering ram brought about the devaluations of the dollar in 1971 and 1973."""
729488249,,"The twentieth century opened with Max Planck‰ЫЄs theory of quantum mechanics in 1900, stating the discontinuity of the material universe. In the same year Sigmund Freud published his ‰ЫПInterpretation of Dreams‰Ыќ stating the discontinuities of our conscious and unconscious lives. So far as I am aware, economists have not yet matched physics 2nd psychology with any statement of the discontinuity of the eco- . nomic bond. All existing theories of inflation are hardware theories, nuts and bolts theories, theories of connected and continual rational processes of supply and demand."
729488250,,"The Dow Jones industrial average, after once again threatening to top 6,900, ran out of steam yesterday, dropping 10.77 points to close at"
729488251,4,"The day, which closed with a series of late-aftemoon computer-guided program trades, seemed a fitting end to a volatile month, one that was preoccupied with balancing news of strong economic growth with concerns about whether inflationary pressures are looming."
729488252,7,"‰ЫПWe had a pretty good January,‰Ыќ said David Shulman, chief equity strategist at Salomon Brothers. ‰ЫПCorporate earnings were terrific; by the end of the month interest rates stopped going up, and the investors continue to believe we‰ЫЄre in a Goldilocks economy: not too fast, not too slow. All that has combined for a month that is certainly exuberant, and possibly irrational.‰Ыќ"
729488253,,"Although the Dow finished about 70 points below the record it set on Jan. 21, it still gained 365 points for the month, or 5.7 percent. It was the best January for the Dow in three years, and the second-best performance this decade. It rose 5.97 percent in 1994."
729488254,6,Several broader market indexes had an even better month. The Standard & Poor‰ЫЄs 500-stock index was up
729488255,4,"Interest rates ended mostly unchanged in the Government securities market yesterday, after rising a bit in response to a Commerce Department report of strong retail sales in January and a Federal Reserve Board report of a record gain in consumer credit in December."
729488256,5,"In the Treasury‰ЫЄs weekly auction of three- and six-month bills, which had been delayed because of the Lincoln‰ЫЄs Birthday holiday on Monday, the three-month bill rate was slightly lower than in the previous week, while the six-month bill rate was the highest since Jan. 3."
729488257,7,"The average discount rate on the three-month bill was 9.04 percent, down from 9.08 percent at last week‰ЫЄs auction. The average discount rate on the six-month bill was 9.16 percent, up from 9.11 percent the previous week and the highest since the 9.19 percent rate on Jan. 3."
729488258,4,"In Government securities trading, the report of a 2.2 percent rise in retail sales for January sent rates slightly higher. Dealers, who had expected a gain of 1 to 1.2 percent, sold securities on fears that the economy was expanding at a possibly inflationary pace. The report that December consumer credit rose a record $6.61 billion also depressed prices on Government securities."
729488259,,"Maria Ramirez, money market economist at Merrill Lynch Economics, said prices rebounded because of technical buying once the 12 percent bond due in 2013 dropped to 100 4/32. ‰ЫПBasically, the market had already anticipated very strong economic numbers to be relesed this week,‰Ыќ she said. ‰ЫПAnd even though we did receive strong retail sales and consumer credit figures, for the most part it has already been discounted in the current price structure.‰Ыќ"
729488260,,"Expensive World Series television commercials have proclaimed it, a scurrying about from counter to counter at airports has confirmed it and recession-conscious executives are worrying about it. A bitter and expensive rate war has suddenly broken out in the S2.5 billion rent-a-car industry."
729488261,7,"The fireworks began around Labor Day when Hertz, the industry leader, announced that it was slashing rates by 33 percent and expanding unlimited mileage rates for leisure customers. A month later Avis, No. 2 in the industry, retaliated with rates a shade lower than Hertz‰ЫЄs. Then Budget also followed the leader‰ЫЄs price-cutting example, and National joined the fracas last Friday with even lower rates."
729488262,,Ultimately victory may depend on the financial muscle of the conglomerates that have acquired the major car rental companies in the last decade.
729488263,,"The larger companies ‰ЫПare coming into our bailiwick,‰Ыќ says Martin Belz-berg, president of the Budget Rent-A-Car Corporation, a subsidiary of the Transamerica Corporation. Contending that Budget ‰ЫПhas long been the largest discounter in the United States,‰Ыќ he announced plans to make a stronger pitch for-corporate customers, largely in the hands of Hertz, by offering businessmen unlimited mileage."
729488264,,"The president of the Hertz Corporation, Frank A. Olsen, says, ‰ЫПThere is a market dominated by our competitors which we are not getting a fair share of.‰Ыќ He has complained to the broadcasting industry that there is deception in the Budget TV commercials. But Mr."
729488265,6,"Senator J. William Fulbright of Arkansas announced on Jan. 6 that, as incoming chairman of the Banking and Currency Committee he ‰ЫПprobably‰Ыќ would institute an inquiry into the spectacular rise in the stock market. At the end of last week Mr. Fulbright revealed that he had already put his words into action."
729488266,,". The man who will head the probe, he announced, is Robert A. Wallace, who has been legislative assistant to Senator Paul Douglas of Illinois since 1943. (Senator Douglas is himself a member of the Banking Committee.)"
729488267,,"As a matter of fact, the Senator from Arkansas reported on Thursday, Mr. Wallace has already met wi th officials of the New York Stock Exchange, the Federal Reserve Board and the Securities and Exchange Commission. All, he says, have given assurance of their full cooperation. Since Senator Homer E. Capehart, the outgoing chairman of the Banking Committee, had already given Mr. Fulbright similar assurance, this would seem to make it unanimous."
729488268,4,"There are some persons who,i noting how the market was brought up short by the recent' warning action on margins by the Federal Reserve Board, were persuaded that for the Day of the Bull Market ‰ЫПthis moment (was) the sun upon a hill, after the sun has set."""
729488269,,"People, as anyone in Wall Street will tell you, have been saying that same thing now for several years, and if the law of averages continues in effect, someone is bound to say it some i day and be right. But at the close of last week there was little to suggest that that time had arrived."
729488270,3,"Cities are built and unbuilt by the forces of law and economics, supply and demand, cash flow and the bottom line, far more than by the ideals, intentions, talents and visions of architects and planners. Right now, the conventional wisdom about investment construction‰ЫУtear down the old and put up the new for maximum return on the land‰ЫУis taking a beating. And so are cities, in terms of some of the things that the real estate recession is doing to the urban environment."
729488271,3,"In New York, in particular, with tight money, inflation, cost overruns and a decade of commercial overbuilding, the traditional development pattern has bombed out. And so have a dismaying number of big new buildings. In an almost unprecedented situation, paralleled only by the great depression, completed skyscrapers stand empty or near-empty, deep in the red. Eerily silent sites attest to the fact that construction has stopped on important buildings."
729488272,3,"Costs have escalated beyond the possibility of satisfactory returns, and the money‰ЫУin a business where virtually every penny is borrowed‰ЫУhas run out. Crisis has quietly turned into catastrophe, and not the least effect is the damage being done to the city itself."
729488273,,"The most cautionary tale comes from Chicago, where nothing could illustrate the problem more forcefully than the story of the Old Stock Exchange. In a casebook adherence to investment practice, Adler and Sullivan‰ЫЄs landmark structure in Chicago's Loop was demolished for new construction in 1971. Critics and preservationists bled profusely in print before it came down, and even New York‰ЫЄs Metropolitan Museum lusted after the 76-year-old Sullivan terra cotta ornament and rusticated ground floor arcades. Arguments about quality, style and the Chicago htritag* were to no avail. The fate of the building, which stood on prime commercial land, was sealed with the statement that it was ""economically unviable.‰Ыќ"
729488274,,"And so it was bulldozed, and a 43-story glass and steel replacement, called the Heller International Building, went up at 30 North LaSalle, backed by astute investors undeterred by art or sentimentality or anything but the higher truths of the real estate process. Sound business practice, as defined and revered by the development community, prevailed."
729488275,,"Reading the lines‰ЫУand between the lines‰ЫУof the latest Federal Reserve Bank of New York monthly review, observers could find a key that might unlock the economic future, namely productivity. That‰ЫЄs j output In relation to cost."
729488276,5,"The bank points out that the auto industry wage settlement ""raises no immediate threat to stability of auto prices'* but could influence similar agreements in industries that could not absorb higher wage costs without raising prices. In addition, the possibility of price rises could exert a psychological effect, inducing businesmen to increase inventories."
729488277,2,"The bank finds an offset‰ЫУ the fast productivity growth in recent years. ""The continuation of such rapid growth, while it should not be taken for granted, would, of course, be of substantial help in offsetting the cost-price pressures arising from wage settlements,‰Ыќ the bank said."
729488278,,"While economists pondered the inflationary impact of the auto wage agreements, the National Association of Purchasing Agents reported that their members feared higher prices."
729488279,4,"As a result the purchasing agents‰ЫУthe men charged with buying supplies for the nation's manufacturers and other businesses‰ЫУhave already increased their orders somewhat. About 29 per cent of the members indicated inventory was on the rise in September compared with only 22 per cent indicating such a build-up at the start of the preceding month. The association said: ""Tight control is still very much in evidence as members add to stocks reluctantly. Nevertheless, members speak of possible future additions, particularly in steel."""
729488280,,"LONDON, Jan. 21‰ЫУThe Government raised the bank] rate today from 4 per cent to 5 per cent. The increase in the rate, the key to most interest rates, startled Britain‰ЫЄs ! Because there have been signs of inflationary pressures in Britain‰ЫЄs booming economy, many economic experts had considered a rise inevitable, but most had not expected it so soon. An increase of a full 1 per cent was more than many thought likely."
729488281,,"The Bank of England‰ЫЄs bank rate is analogous to the United States Federal Reserve System‰ЫЄs discount rate. This is the rate paid by the system's banks on money borrowed from, it In both cases an increase discourages banks from borrowing and as a result reduces their lending."
729488282,,Move Is Precautionary Both the Treasury and the Bank of England emphasized after the announcement that the move was precautionary and that there was nothing fundamentally wrong with the British economy.
729488283,,"Some business men minimized the effect of the change. But the National Union of Manufacturers said that internally its .effect could be only bad. It [will mean higher retail prices [in the long run and will hurt the smaller concerns, which normally borrow to finance development, the organization said. Morgan Phillips, secretary of the Labor party, saw the move as evidence that the economic situation was ‰ЫПnot nearly as rosy‰Ыќ as the Government contended at the time of last fall‰ЫЄs general election and since then."
729488284,,"As evidence that the economy is sound, the authorities note that Britain's exports were about 5 per cent higher last year than in 1958 and that the | country earned a substantial surplus in its dealings with the rest of the world. For months Britain also has maintained a remarkable degree of price stability despite the boom in business and industry."
729488285,,ITEM: A Nassau County village refuiea to pay the high lntereit rates that Investors demand on a small-note Issue and instead sells the notes to its own taxpayers.
729488286,,"Item: A Suffolk County town finds itself all but barred from the credit markets until It pays a $150,000 premium to have its bonds insured against default."
729488287,,"town, desperately begging major banks for a short-term loan and unable to persuade even Its own bank to take part, angrily closes Its account."
729488288,,"In each of these cases, as In dozens of others on I,ong Island, traditional governmental financing arrangements have been upset in recent months as financial institutions react to the debt moratorium imposed in New York City."
729488289,3,"land, governmental bodies, ranging from counties down to the smallest school districts, are finding that borrowing money has become far costlier, and, In many cases, even impossible. The result, Increasingly, is budget cuts, deferred construction and a halt to new projects."
729488290,4,"BASEL, Switzerland, June 8 ‰ЫУ The Western industrial nations need to strengthen their commitment to fight inflation and cut their dependence on imported oil by preparing to accept a long period of high unemployment, the Bank for International Settlements said in its latest annual report, which was released today."
729488291,,"For the first time in several years, the bank‰ЫЄs annual survey of the world economy endorses the general direction Western economic policy is now taking. The survey reflects the private thinking of the major Western central banks, which own the Bank for International Settlements."
729488292,,"But the report warns that these policies will lack credibility and ""fail to achieve a lasting victory over inflation‰Ыќ unless Western governments show that they are prepared to persist with them for some time to come and accept the painful social consequences."
729488293,,"Besides maintaining tight monetary and fiscal policies, the B.I.S. also gives its support to statutory limits on pay increases in countries where ‰ЫПinflation has become a way of life.‰Ыќ"
729488294,7,"In addition, the baulk wants governments to say they are ready to accept rates of growth low enough to keep the oil market in balance auid prevent futher damaging price increases, although it hopes the West earn tempt some oil-exporting countries to maintain or expand production by offering them special inflationproof investments for their surplus cash."
729488295,,"In the end, the culprit was a real estate glut during a deep recession. But the failure of a 15-year government campaign to redevelop Times Square may rest more squarely on the government‰ЫЄs attempt to use bull- the late 1970‰ЫЄs, the project proceeded on the premise that extraordinary financial incentives by city and state agencies could produce towering office buildings to replace the haphazard mix of cut-rate movie houses, street hustlers and sleaze at the south end of Times Square."
729488296,,"The developers, the Prudential Insurance Company of America and Park Tower Realty, headed by George Klein, were selected in 1981 to construct four million square feet of new offices in buildings whose height and bulk would have stood out even in midtown Manhattan."
729488297,,"The government incentives were rich: tax abatements from the city extending into the next century. More than that, through New York State‰ЫЄs power to condemn property, the Times Square site was supposed to be delivered as clean canvas for development: vacant lots, devoid of cantankerous tenants, and clear of the arduous process of public review."
729488298,,"But by the time the project was put on indefinite hold a week ago, it had become a case study for planners and government analysts of how the urban renewal policies of the 1960‰ЫЄs and 1970‰ЫЄs would founder in the 1980‰ЫЄs."
729488299,,"‰ЫПAs a planning concept, it was badly flawed from the beginning,‰Ыќ said Peter Salins, a professor of Urban Planning at Hunter College."
729488300,3,"with their lot seems extraordinary. After all, even the great middle class is well advertised these days as believing itself burdened down by onerous taxes, inflation, an omnipresent Federal bureaucracy, the high costs of medical care and college tuition, and the unfair demands of the welfare classes."
729488301,2,"Indeed, read another way, the Gallup findings disclose that 43 percent of us are something less than ‰ЫПhighly satisfied"" with the way things are. Among them are 59 percent of all blacks, 52 percent of young people aged 18 to 29‰ЫУthe only groups with dissatisfied majorities‰ЫУand 46 percent of blue-collar workers. But the last figure is down from 69 percent in 1974."
729488302,,"Interestingly enough, grade-school graduates, who would be presumed to be mostly in lower income brackets, registered a 65 percent majority of ‰ЫПhighly satisfied"" people, as against only 56 percent of college graduates. These figures lend ironic point to another set of statistics recently compiled for the Senate Budget Committee by the Treasury Department."
729488303,,"ers with poverty-level incomes of less than $5,000 annually; another 20.1 million came from taxpayers earning $5,000 to $10,000‰ЫУa total of 45.6 million returns, or more than half of all those filed. By contrast, for *11 earnings brackets between $10,000 and $50,000, only 41.2 million Individual returns were filed. Persons earning more than $50,000 filed only 1.2 million returns."
729488304,5,"Yet, the Treasury reported, 31 percent of $84 billion in tax breaks for 1977 went to the 1.2 million taxpayers who were already wealthy. But the 45.6	million taxpayers earning less than $10,000 annually received only 12 percent of the $84 billion in tax breaks."
729488305,6,"THE good, not-so-old days returned to the stock market last Wednesday in a rousing ‰ЫПVolcker rally.‰Ыќ The Dow Jones Industrial average, staging its biggest one-day gain in nearly eight months, soared 30.74 points in response to testimony before Congress by Paul A. Volcker, chairman of the Federal Reserve Board."
729488306,7,"Mr. Volcker, by broadening the target range in money supply growth for the rest of 1983, calmed fears of credit-tightening by the Fed. All 30 stocks in the industrial average rose Wednesday, with gains exceeding 2 points each for General Electric, General Motors, International Business Machines, International Paper and Merck."
729488307,7,"The Dow closed Friday at 1,231.17, up 38.88 points for the week, although by then fears of higher interest rates still lurked in the minds of investors."
729488308,2,"‰ЫПI‰ЫЄm nervous about the stock market.‰Ыќ That comment came last week from David R. Gels, a senior vice president in the trust department of the Northern Trust Company in Chicago. His responsibilities include managing $850 million in equity money for pension and profit-sharing plans."
729488309,,"‰ЫПFor the market to sustain its advance, it needs a progression of substantial earnings increases,"" Mr. Gels said. ‰ЫПHowever, I believe a figure of 1,500	on the Dow still is possible by late next year. After that, the key to the market‰ЫЄs direction lies in the inflation rate. In our portfolios, we now have a"
729488310,7,Name	Affiliation	Baal  Economic  Growth	Inflation	JottieBs  Rato	Long-Term Three- Month Treasury Treasury Bonds Bills		President  Elect
729488311,,"Notes: Heal economic growth and Inflation are the fourth-quarter 1983 to fourth-quarter 1984 change In real gross national product and In the Consumer Price Index; unemployment rate and interest rotes at o those prevailing at yoar-end 1934, end the president-elect category reflects a disinterested appraisal of current environment, not an endorsement. Where no name appears, the forecaster made no prediction."
729488312,6,"After a year of robust recovery, with higher growth and lower inflation than had been forecast by most experts, many leading economists predict that 1984 will be a year of continuing, but somewhat slower, economic expansion."
729488313,7,"Several prominent economists said that the recovery will sustain its momentum into the first half of next year. Most agreed that the expansion will slow near the middle of 1984, as"
729488314,7,"But on balance, the economists said that the nation is in for another year of economic well being. Predictions ‰ЫПcan be made with relative confidence because we are in a recovery, we will stay in a recovery and there is no need to call a turning point next year,‰Ыќ said John O. Wilson, chief economist for the Bank of America."
729488315,6,"WASHINGTON, Nov. 14 ‰ЫУ Despite recent stock market gyrations, the nation‰ЫЄs consumers have actually grown more confident about current economic conditions!, the Survey Research Center at the University of Michigan told clients today."
729488316,3,"Whether consumers would grow more cautious as the value of their securities portfolios shrank has been a matter of debate. But it appears that as a group they view the situation much as does Alaji Greenspan, the chairman of the Federal Reserve. In late October, Mr. Greenspan called the stock market decline in the Unified States a ‰ЫПsalutary event‰Ыќ that might help keep the buoyant economy from overheating by curbing consumer spending. J Government figures released today supported the notion that the economy was not growing so rapidly as to lead to inflation. Retail spending fell, while the prices that producers receive for their goods rose only slightly.	‰Ыў"
729488317,7,"Most startling, the confidence of consumers in current conditions climbed to a ne\y high for this economic expansion, which began in the spring of 1991.	‰Ыч ‰ЫПAlthough the largest number of consumers since the 1987 crash reported hearing of the decline in stock prices, nearly as many reported hearing of rebounding stock prices,‰Ыќ the Michigan polling group said in its preliminary report for November. ‰ЫПConsumer confidence has remained remarkably strong.‰Ыќ"
729488318,9,"The rise in the overall confidence index was to 106.1 from 105.6, according to a subscriber, with a major component, the appraisal of current conditions, surging to"
729488319,6,"This upbeat assessment comes at the beginning of the holiday shopping season and after two months of declining retail sales. Retail sales edged down two-tenthеЈ of 1 percent, to $213.7 billion, in October, the Commerce Department estimated todayi That report for October was accompanied by a revision in September sales figures to a decline of one-tenth of 1 percent from what had been an increase of three-tenths of 1 percent.	j"
729488320,,"Unlike books about how to play the stock market or handicap race horses, instruction books on writing don‰ЫЄt make you wonder why their authors aren‰ЫЄt busy practicing the skill themselves. Often enough, the writers of such books have actually proved that they can write successfully."
729488321,,"In fact, Richard Rhodes‰ЫЄs ‰ЫПHow To Write: Advice and Reflections‰ЫЄ‰ЫЄ is really the third volume in the author‰ЫЄs autobiographical series, which began with ‰ЫПA Hole in the World,‰Ыќ about Mr. Rhodes‰ЫЄs upbringing as an abused child, and ‰ЫПMaking Love,"" about the sexual consequences of that experience."
729488322,,"In this new book, he tells how he came to write his various novels and works of nonfiction, or verity, as he prefers to call It because of his distaste for defining ‰ЫПa major category of human endeavor"" with ‰ЫПan empty negative."" More important, he tells why he came to write. ‰ЫПI had writer‰ЫЄs block before I became a writer,‰Ыќ he says. ""My Immediate personal problem was post-traumatic stress disorder left over from a time of childhood abuse.... Most of us were punished for telling stories when we were children, which inhibited verbal went from writing novels (‰ЫПThe Ungodly,"" ‰ЫПHoly Secrets,‰Ыќ ‰ЫПThe Last Safari‰Ыќ and ‰ЫПSons of Earth‰Ыќ) to producing the book he is best known for, ‰ЫПThe Making of the Atomic Bomb,"" which, along with his soon-to-be-pub-lished ‰ЫПDark Sun: The Making of the Hydrogen Bomb,‰Ыќ explores more objective ways to destroy the world."
729488323,,"Mr. Rhodes doesn‰ЫЄt make this particular connection. Instead he writes that he ""took the subject on, in 1979, because I was worried about the nuclear arms race‰ЫЄ‰ЫЄ and ‰ЫПI sensed that exploring the world‰ЫЄs mortality might be a way of exploring my own.‰Ыќ"
729488324,,"But he makes a more Important link, the effect of fear on writing. And in exploring ways to overcome that fear he mentions an acquaintance who in a dream of being chased by a monster, found himself able to turn around and hug the monster, which then immediately stopped threatening him. As Conrad advises in ‰ЫПLord Jim,‰Ыќ ‰ЫПIn the destructive element Immerse.‰Ыќ"
729488325,6,An important but frequently overlooked factor in the nationwide de-duie in crime over the past few years has been the corresponding decline in the unemployment rate.
729488326,,"Aggressive policing and long prison sentences get most of the attention Credit is also belatedly being given to the often heroic and usually unheralded crime-fighting efforts of local groups and individuals in poor neighborhoods, and to the many young people who have stepped back from the lure of drugs and antisocial behavior."
729488327,2,"Now we have a study by a pair of Washington economists that appears to confirm a point that has seemed like common sense to a lot of people, but that politicians hove never pushed vehemently enough ‰Ыў A job is one of the most effective weapons in the nation's crime-fighting arsenal."
729488328,,It's not just common sense but longstanding economic theory that suggests a link between lower rates of joblessness and lower rates of crime The new study by the Economic Policy Institute looked at crime rates and employment statistics in several regions of the country between 1989 and 1998 and found evidence to support that theory
729488329,,"According to the study, ""An examination of unemployment, wages, and crime rates by region shows unemployment and crime rates falling together, and rising wages and crime rates moving apart ‰Ыќ"
729488330,,"New studies show that price rises affect capital gains more than income from wages. As the Government considers tax changes, it had better take that fact into account"
729488331,4,"Wage earners are acutely aware of the income tax bite in the paycheck. Few are aware, however, of the subtle effect inflation has on income tax rates. Thanks in part to inflation, our total income is higher and therefore is taxed at a higher rate, leaving our real spendable income relatively constant."
729488332,,"There is another hidden inflationary impact that has just as damaging effects ‰ЫУ on the capital gains tax. That tax, of course, is the Government‰ЫЄs share of any increased value received in selling a house, stock, jewelry, works of art ‰ЫУ anything that you sell for more than its purchase price. Capital gains, as they are called, are generally taxed at half of the usual tax rate to a maximum of 25 percent, although in large amounts the rate can rise to a high of 49.2 percent."
729488333,2,"The Carter Administration has proposed raising the tax on preference income, which includes capital gains. Businessmen and economists have presented evidence that an elimination of all taxes on capital gains would provide needed long-term benefits to the economy by increasing investment and creating jobs. Congress is studying the whole question."
729488334,,"But aside from these larger questions is the problem' of inflation. New economic studies have shown that inflation affects capital gains significantly more than it does income from salaries and wages. The results, in fact, suggest that the Government is collecting a tax on supposed profits that are ‰ЫУ in real terms ‰ЫУ losses. And the middle-income stockholder is apparently hit much harder than the wealthy stockholder."
